X,Y,Response,,,,,,,,,,,,19.062789917,19.062789917,0,,16.4981498718,16.4981498718,0
,,,,Max X,626.72277832,MaxDiffX,27.111083984,Max Y,224.464889526,MaxDiffY,4.393142701,,MaxX,151.832443237,MaxDiffX,8.6489143372,MaxY,61.8083076477,MaxDiffY,6.3488578797
,,,,Width(W),446.294296264,,,Height(H),46.784713745,,,,Width(W),132.76965332,,,Height(H),45.3101577759,,
,,,,,,,,,,,,,,WHRatio,2.9302403663,,,,,
,,,,Number of Objects,3.3614179529,,,,,,,,,,,,,,,
,,,,WHRatio,9.5393187334,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,ImageRatio,3.2554731151,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Number of Features (Query),,,163,,,,,Number of Features (Training),,,86,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No. Objects(By Features),,>1,,,,,,,
,,,,,,,,,,,Arrangement ,,horizontal,,,,,,,
,,,,,,,,,,,Scaling Factor,,1.032543607,,,,,,,
,,,,,,,,,,,No.Objects(WHRatio),,3.2554731151,,,,,,,
